seqnames	start	end	width	strand	gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	control_mean_psi	tdp43kd_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	lsv_junc	ir_start	ir_end	paste_into_igv_junction	junc_dist	strand_start	transcript_id_start	exon_name_start	exon_rank_start	gene_id_start	strand_end	transcript_id_end	exon_name_end	exon_rank_end	gene_id_end	gene_id_junc	junc_in_ref	junc_cat
chr14	75959345	75960814	1470	-	TGFB3	ENSG00000119699.8	ENSG00000119699.8:t:75958097-75959345	0.2214	1	2.724e-20	0.0054	0.2455	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	1	ENSG00000119699.8:t:75958097-75959345_75959345-75960814	NA	NA	chr14:75959345-75960814	1469	-	ENST00000238682.8|ENST00000554980.5|ENST00000556674.2|ENST00000556507.1	ENSE00002526160.2|ENSE00000999517.1|ENSE00003901545.1|ENSE00002518360.1	7|4|8|3	ENSG00000119699.8						ENSG00000119699.8	FALSE	novel_donor
chr8	22557278	22558129	852	+	SORBS3	ENSG00000120896.14	ENSG00000120896.14:s:22556686-22557278	0.4917	1	4.941e-10	0.0046	0.5	s|1e1.1o1|2e1.1o1	2	2	1	ENSG00000120896.14:s:22556686-22557278_22557278-22558129	NA	NA	chr8:22557278-22558129	851						+	ENST00000517500.5|ENST00000240123.12|ENST00000517535.5|ENST00000523402.5|ENST00000520563.3|ENST00000524057.3	ENSE00003671323.1|ENSE00003576771.1	5|4|3|2	ENSG00000120896.14	ENSG00000120896.14	FALSE	novel_donor
chr8	22558193	22560930	2738	+	SORBS3	ENSG00000120896.14	ENSG00000120896.14:s:22558129-22558192	0.1266	0.6602	0.03417	0.0198	0.1696	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000120896.14:s:22558129-22558192_22558193-22560930	NA	NA	chr8:22558193-22560930	2737												FALSE	none
chr12	116054357	116096669	42313	-	MED13L	ENSG00000123066.9	ENSG00000123066.9:s:116096669-116096911	0.1522	0.9641	5.717e-10	0.0104	0.1734	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000123066.9:s:116096669-116096911_116054357-116096669	NA	NA	chr12:116054357-116096669	42312						-	ENST00000281928.9|ENST00000650226.1|ENST00000648737.1|ENST00000548743.2|ENST00000647567.1	ENSE00001406609.1|ENSE00003832504.1	4|1|3	ENSG00000123066.9	ENSG00000123066.9	FALSE	novel_acceptor
chr12	116022601	116054245	31645	-	MED13L	ENSG00000123066.9	ENSG00000123066.9:t:116022456-116022601	0.131	0.7978	4.866e-05	0.0044	0.155	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000123066.9:t:116022456-116022601_116022601-116054245	NA	NA	chr12:116022601-116054245	31644	-	ENST00000281928.9|ENST00000650226.1|ENST00000648737.1|ENST00000548743.2|ENST00000647567.1	ENSE00001424699.1|ENSE00003833860.1	5|2|4	ENSG00000123066.9						ENSG00000123066.9	FALSE	novel_donor
chr16	58539557	58539767	211	-	CNOT1	ENSG00000125107.19	ENSG00000125107.19:s:58539768-58540066	0.1278	0.7666	0.005846	0.0329	0.1573	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000125107.19:s:58539768-58540066_58539557-58539767	NA	NA	chr16:58539557-58539767	210												FALSE	none
chr16	58538915	58539520	606	-	CNOT1	ENSG00000125107.19	ENSG00000125107.19:t:58538772-58538914	0.1267	0.7568	0.006028	0.0329	0.1563	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000125107.19:t:58538772-58538914_58538915-58539520	NA	NA	chr16:58538915-58539520	605												FALSE	none
chr20	35549784	35554371	4588	+	ERGIC3	ENSG00000125991.21	ENSG00000125991.21:t:35554372-35554386	0.113	0.5896	0.0494	0.0472	0.168	t|1e1.1o1|i	2	2	1	ENSG00000125991.21:t:35554372-35554386_35549784-35554371	NA	NA	chr20:35549784-35554371	4587												FALSE	none
chr4	932540	951207	18668	+	TMEM175	ENSG00000127419.17	ENSG00000127419.17:s:932387-932540	0.1437	0.8326	0.005348	0.001	0.1724	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1	6	6	1	ENSG00000127419.17:s:932387-932540_932540-951207	NA	NA	chr4:932540-951207	18667	+	ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000505734.1|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000504505.1|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000504850.1|ENST00000622959.3	ENSE00002038164.1|ENSE00002055037.1|ENSE00002019929.1|ENSE00001901793.2|ENSE00002070695.1|ENSE00002087448.1|ENSE00002053317.1|ENSE00002027194.1|ENSE00002072800.1|ENSE00002054718.1|ENSE00001351440.3|ENSE00002043847.1|ENSE00002074924.1|ENSE00002069790.1|ENSE00002085983.1|ENSE00002031060.1|ENSE00003759846.1	1	ENSG00000127419.17	+	ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000622959.3|ENST00000504180.5|ENST00000502513.1	ENSE00002051116.1|ENSE00003507706.1|ENSE00003611371.1	5|6|4|3|2	ENSG00000127419.17	ENSG00000127419.17	FALSE	novel_exon_skip
chr4	948154	948411	258	+	TMEM175	ENSG00000127419.17	ENSG00000127419.17:s:948116-948154	0.1539	0.7868	0.01529	0.0204	0.1978	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0	ENSG00000127419.17:s:948116-948154_948154-948411	NA	NA	chr4:948154-948411	257	+	ENST00000507319.5|ENST00000513952.5|ENST00000504744.5|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000504505.1|ENST00000510493.5|ENST00000514546.5|ENST00000622959.3	ENSE00003663111.1|ENSE00003584656.1|ENSE00002049809.1	3|2|4	ENSG00000127419.17	+	ENST00000513952.5|ENST00000504744.5|ENST00000622959.3|ENST00000504180.5	ENSE00003660320.1|ENSE00003618042.1	4|1	ENSG00000127419.17	ENSG00000127419.17	TRUE	annotated
chr4	932540	951207	18668	+	TMEM175	ENSG00000127419.17	ENSG00000127419.17:t:951207-951259	0.1384	0.8039	0.006882	0.0025	0.1681	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000127419.17:t:951207-951259_932540-951207	NA	NA	chr4:932540-951207	18667	+	ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000505734.1|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000504505.1|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000504850.1|ENST00000622959.3	ENSE00002038164.1|ENSE00002055037.1|ENSE00002019929.1|ENSE00001901793.2|ENSE00002070695.1|ENSE00002087448.1|ENSE00002053317.1|ENSE00002027194.1|ENSE00002072800.1|ENSE00002054718.1|ENSE00001351440.3|ENSE00002043847.1|ENSE00002074924.1|ENSE00002069790.1|ENSE00002085983.1|ENSE00002031060.1|ENSE00003759846.1	1	ENSG00000127419.17	+	ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000622959.3|ENST00000504180.5|ENST00000502513.1	ENSE00002051116.1|ENSE00003507706.1|ENSE00003611371.1	5|6|4|3|2	ENSG00000127419.17	ENSG00000127419.17	FALSE	novel_exon_skip
chr6	167962567	167969114	6548	+	AFDN	ENSG00000130396.22	ENSG00000130396.22:t:167969114-167969198	0.1181	0.6697	0.02218	0.029	0.151	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4|1e3.1o1	6	4	1	ENSG00000130396.22:t:167969114-167969198_167962567-167969114	NA	NA	chr6:167962567-167969114	6547	+	ENST00000515794.3|ENST00000683244.1|ENST00000351017.9|ENST00000392112.5|ENST00000447894.6|ENST00000400822.7|ENST00000366806.6|ENST00000485634.7|ENST00000507704.5	ENSE00002033316.1|ENSE00002690486.1	30|31|29|10|2	ENSG00000130396.22	+	ENST00000515794.3|ENST00000683244.1|ENST00000351017.9|ENST00000392112.5|ENST00000447894.6|ENST00000400822.7|ENST00000366806.6|ENST00000485634.7|ENST00000507704.5|ENST00000486649.1	ENSE00003514287.1|ENSE00003591060.1	32|33|31|12|4|2	ENSG00000130396.22	ENSG00000130396.22	FALSE	novel_exon_skip
chr5	141518997	141524142	5146	-	DIAPH1	ENSG00000131504.18	ENSG00000131504.18:s:141524143-141524229	0.1236	0.6681	0.03015	0.033	0.1595	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1	ENSG00000131504.18:s:141524143-141524229_141518997-141524142	NA	NA	chr5:141518997-141524142	5145												FALSE	none
chr5	141517009	141518636	1628	-	DIAPH1	ENSG00000131504.18	ENSG00000131504.18:t:141515016-141517008	0.2058	0.9672	0.0006618	0.0421	0.2572	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1	ENSG00000131504.18:t:141515016-141517008_141517009-141518636	NA	NA	chr5:141517009-141518636	1627												FALSE	none
chr5	69259937	69261376	1440	+	CDK7	ENSG00000134058.12	ENSG00000134058.12:s:69259818-69259936	0.1011	0.5201	0.05442	0.0255	0.1367	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000134058.12:s:69259818-69259936_69259937-69261376	NA	NA	chr5:69259937-69261376	1439												FALSE	none
chr5	69261458	69262205	748	+	CDK7	ENSG00000134058.12	ENSG00000134058.12:t:69262205-69262304	0.1814	0.9866	1.185e-06	5e-04	0.2049	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	1	ENSG00000134058.12:t:69262205-69262304_69261458-69262205	NA	NA	chr5:69261458-69262205	747						+	ENST00000629350.2|ENST00000506563.5|ENST00000515391.5|ENST00000256443.8|ENST00000506789.5|ENST00000510106.5|ENST00000514676.5|ENST00000504147.5|ENST00000508726.5|ENST00000502604.5|ENST00000513629.1	ENSE00003574313.1|ENSE00003662371.1|ENSE00003686327.1|ENSE00002022450.1|ENSE00002081966.1	4|8|6|7|9	ENSG00000134058.12	ENSG00000134058.12	FALSE	novel_donor
chr12	49500205	49512862	12658	+	SPATS2	ENSG00000123352.18	ENSG00000123352.18:s:49500070-49500205	0.1755	0.9685	5.518e-05	0.0125	0.1988	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000123352.18:s:49500070-49500205_49500205-49512862	NA	NA	chr12:49500205-49512862	12657	+	ENST00000549412.5|ENST00000552918.6|ENST00000553127.5|ENST00000321898.10|ENST00000552557.5	ENSE00003607495.1|ENSE00003498607.1	9|10|8|5	ENSG00000123352.18	+	ENST00000549412.5	ENSE00002362102.1	10	ENSG00000123352.18	ENSG00000123352.18	TRUE	annotated
chr12	49497010	49500069	3060	+	SPATS2	ENSG00000123352.18	ENSG00000123352.18:t:49500070-49500205	0.1027	0.5336	0.06177	0.043	0.1551	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000123352.18:t:49500070-49500205_49497010-49500069	NA	NA	chr12:49497010-49500069	3059												FALSE	none
chr12	49512905	49514555	1651	+	SPATS2	ENSG00000123352.18	ENSG00000123352.18:t:49514442-49514613	0.1369	0.8053	0.004467	0.0185	0.1626	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000123352.18:t:49514442-49514613_49512905-49514555	NA	NA	chr12:49512905-49514555	1650	+	ENST00000549412.5	ENSE00002362102.1	10	ENSG00000123352.18	+	ENST00000549412.5|ENST00000552918.6|ENST00000553127.5|ENST00000321898.10|ENST00000552557.5	ENSE00003463867.1|ENSE00003684579.1|ENSE00003597282.1	11|10|9|6	ENSG00000123352.18	ENSG00000123352.18	TRUE	annotated
chr6	16589513	16657776	68264	-	ATXN1	ENSG00000124788.19	ENSG00000124788.19:s:16657776-16657901	0.3829	1	2.182e-20	3e-04	0.3997	s|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1|i	5	5	1	ENSG00000124788.19:s:16657776-16657901_16589513-16657776	NA	NA	chr6:16589513-16657776	68263						-	ENST00000244769.8|ENST00000436367.6|ENST00000483591.6|ENST00000675689.1|ENST00000473388.6|ENST00000495178.1|ENST00000646259.1	ENSE00001279744.1	4|3|2	ENSG00000124788.19	ENSG00000124788.19	FALSE	novel_acceptor
chr6	16585907	16589480	3574	-	ATXN1	ENSG00000124788.19	ENSG00000124788.19:t:16585780-16585907	0.2273	1	1.28e-18	4e-04	0.2512	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	4	3	1	ENSG00000124788.19:t:16585780-16585907_16585907-16589480	NA	NA	chr6:16585907-16589480	3573	-	ENST00000244769.8|ENST00000436367.6|ENST00000483591.6|ENST00000675689.1|ENST00000473388.6	ENSE00001279736.1	5|4|3	ENSG00000124788.19						ENSG00000124788.19	FALSE	novel_donor
chr20	5604440	5605250	811	-	GPCPD1	ENSG00000125772.14	ENSG00000125772.14:t:5604364-5604440	0.2347	0.9927	6.11e-05	0.0356	0.2807	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000125772.14:t:5604364-5604440_5604440-5605250	NA	NA	chr20:5604440-5605250	810	-	ENST00000379019.7|ENST00000481690.2	ENSE00003782897.1	2	ENSG00000125772.14						ENSG00000125772.14	FALSE	novel_donor
chr13	113054906	113060592	5687	+	MCF2L	ENSG00000126217.22	ENSG00000126217.22:t:113060593-113060712	0.1217	0.6245	0.03867	0.003	0.1444	t|1e1.1o1|i	2	2	1	ENSG00000126217.22:t:113060593-113060712_113054906-113060592	NA	NA	chr13:113054906-113060592	5686												FALSE	none
chr1	39463686	39468615	4930	+	MACF1	ENSG00000127603.32	ENSG00000127603.32:s:39463612-39464909	0.1994	0.999	2.817e-20	0.0396	0.22	s|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000127603.32:s:39463612-39464909_39463686-39468615	NA	NA	chr1:39463686-39468615	4929	+	ENST00000361689.7|ENST00000567887.5|ENST00000372915.8|ENST00000564288.6|ENST00000671089.2|ENST00000372925.6|ENST00000289893.8|ENST00000686067.1|ENST00000683517.1|ENST00000691623.1|ENST00000360115.8|ENST00000446276.5|ENST00000442046.5|ENST00000422234.2|ENST00000462496.5	ENSE00003601779.1|ENSE00003516875.1	90|94|92|89|67|59|37|24|8|4|3|2	ENSG00000127603.32	+	ENST00000361689.7|ENST00000567887.5|ENST00000372915.8|ENST00000564288.6|ENST00000671089.2|ENST00000372925.6|ENST00000289893.8|ENST00000686067.1|ENST00000683517.1|ENST00000691623.1|ENST00000360115.8|ENST00000446276.5|ENST00000442046.5|ENST00000422234.2|ENST00000462496.5|ENST00000462103.1	ENSE00003670995.1|ENSE00003666874.1	91|96|93|90|68|61|38|25|10|6|4|3|2	ENSG00000127603.32	ENSG00000127603.32	TRUE	annotated
chr1	39463686	39468615	4930	+	MACF1	ENSG00000127603.32	ENSG00000127603.32:t:39468593-39468732	0.2021	0.9998	2.818e-20	0.0425	0.2287	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0	ENSG00000127603.32:t:39468593-39468732_39463686-39468615	39468176	39468592	chr1:39463686-39468615	4929	+	ENST00000361689.7|ENST00000567887.5|ENST00000372915.8|ENST00000564288.6|ENST00000671089.2|ENST00000372925.6|ENST00000289893.8|ENST00000686067.1|ENST00000683517.1|ENST00000691623.1|ENST00000360115.8|ENST00000446276.5|ENST00000442046.5|ENST00000422234.2|ENST00000462496.5	ENSE00003601779.1|ENSE00003516875.1	90|94|92|89|67|59|37|24|8|4|3|2	ENSG00000127603.32	+	ENST00000361689.7|ENST00000567887.5|ENST00000372915.8|ENST00000564288.6|ENST00000671089.2|ENST00000372925.6|ENST00000289893.8|ENST00000686067.1|ENST00000683517.1|ENST00000691623.1|ENST00000360115.8|ENST00000446276.5|ENST00000442046.5|ENST00000422234.2|ENST00000462496.5|ENST00000462103.1	ENSE00003670995.1|ENSE00003666874.1	91|96|93|90|68|61|38|25|10|6|4|3|2	ENSG00000127603.32	ENSG00000127603.32	TRUE	annotated
chr7	129208851	129210363	1513	+	SMO	ENSG00000128602.11	ENSG00000128602.11:s:129208759-129209281	0.1165	0.587	0.0501	0.0379	0.1742	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000128602.11:s:129208759-129209281_129208851-129210363	NA	NA	chr7:129208851-129210363	1512	+	ENST00000249373.8|ENST00000655644.1|ENST00000462420.2	ENSE00000919471.1|ENSE00003861679.1	7|8|3	ENSG00000128602.11	+	ENST00000249373.8|ENST00000655644.1|ENST00000462420.2	ENSE00003605879.1|ENSE00003871899.1|ENSE00003506417.1	9|4	ENSG00000128602.11	ENSG00000128602.11	TRUE	annotated
chr15	74174019	74174851	833	+	ISLR	ENSG00000129009.13	ENSG00000129009.13:t:74174851-74176872	0.1265	0.6322	0.03858	0.0346	0.1891	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000129009.13:t:74174851-74176872_74174019-74174851	NA	NA	chr15:74174019-74174851	832	+	ENST00000249842.8	ENSE00001045487.4	1	ENSG00000129009.13	+	ENST00000249842.8|ENST00000559510.1|ENST00000560862.1|ENST00000395118.1	ENSE00003844422.1|ENSE00002543135.1|ENSE00002537838.1|ENSE00001520652.1	2	ENSG00000129009.13	ENSG00000129009.13	TRUE	annotated
chr5	115813954	115816228	2275	-	CDO1	ENSG00000129596.5	ENSG00000129596.5:s:115816228-115816659	0.2495	0.9971	3.577e-06	0.0115	0.284	s|1e2.1o1|2e1.1o1|2e2.1o1	3	3	0	ENSG00000129596.5:s:115816228-115816659_115813954-115816228	NA	NA	chr5:115813954-115816228	2274	-	ENST00000504613.1	ENSE00002053762.1	2	ENSG00000129596.5	-	ENST00000250535.5|ENST00000504613.1	ENSE00000972231.6|ENSE00002069517.1	1	ENSG00000129596.5	ENSG00000129596.5	TRUE	annotated
chr5	115813258	115813898	641	-	CDO1	ENSG00000129596.5	ENSG00000129596.5:t:115813181-115813258	0.362	1	2.902e-10	0.033	0.3946	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0	ENSG00000129596.5:t:115813181-115813258_115813258-115813898	NA	NA	chr5:115813258-115813898	640	-	ENST00000250535.5|ENST00000502631.1|ENST00000504877.1|ENST00000504613.1	ENSE00003563075.1|ENSE00003649780.1|ENSE00002060366.1|ENSE00002022422.1	2|3	ENSG00000129596.5	-	ENST00000504613.1	ENSE00002053762.1	2	ENSG00000129596.5	ENSG00000129596.5	TRUE	annotated
chr2	1650886	1653628	2743	-	PXDN	ENSG00000130508.11	ENSG00000130508.11:s:1653076-1653785	0.5061	1	1.815e-20	0.0409	0.5298	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1	ENSG00000130508.11:s:1653076-1653785_1650886-1653628	1650887	1653075	chr2:1650886-1653628	2742						-	ENST00000252804.9|ENST00000478155.5|ENST00000493779.1|ENST00000465809.1	ENSE00003581662.1|ENSE00003672963.1|ENSE00001929792.1	16|9|1|2	ENSG00000130508.11	ENSG00000130508.11	FALSE	novel_acceptor
chr2	1649675	1650800	1126	-	PXDN	ENSG00000130508.11	ENSG00000130508.11:t:1648172-1649675	0.5946	1	1.475e-20	0.0321	0.6081	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000130508.11:t:1648172-1649675_1649675-1650800	NA	NA	chr2:1649675-1650800	1125	-	ENST00000252804.9|ENST00000493779.1|ENST00000465809.1	ENSE00000895583.1|ENSE00001812528.1|ENSE00001935450.1	17|2|3	ENSG00000130508.11						ENSG00000130508.11	FALSE	novel_donor
chr20	62336786	62336904	119	-	LAMA5	ENSG00000130702.15	ENSG00000130702.15:t:62336734-62336786	0.1026	0.5166	0.06079	0.0057	0.1312	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000130702.15:t:62336734-62336786_62336786-62336904	NA	NA	chr20:62336786-62336904	118	-	ENST00000252999.7|ENST00000474128.1	ENSE00003467771.1|ENSE00003592499.1	17|3	ENSG00000130702.15	-	ENST00000474128.1	ENSE00001955289.1	2	ENSG00000130702.15	ENSG00000130702.15	TRUE	annotated
chr6	151325885	151348711	22827	+	AKAP12	ENSG00000131016.17	ENSG00000131016.17:t:151348711-151353752	0.1187	0.6549	0.03241	0.0309	0.1542	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0	ENSG00000131016.17:t:151348711-151353752_151325885-151348711	NA	NA	chr6:151325885-151348711	22826	+	ENST00000354675.10	ENSE00001562211.3	1	ENSG00000131016.17	+	ENST00000402676.7|ENST00000253332.5|ENST00000354675.10|ENST00000359755.5|ENST00000490177.1	ENSE00003891138.1|ENSE00001872654.1	4|3|2	ENSG00000131016.17	ENSG00000131016.17	TRUE	annotated
chr14	102895200	102897260	2061	+	TRAF3	ENSG00000131323.17	ENSG00000131323.17:t:102897261-102897401	0.1091	0.5697	0.05268	0.0494	0.174	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1	ENSG00000131323.17:t:102897261-102897401_102895200-102897260	NA	NA	chr14:102895200-102897260	2060												FALSE	none
chrX	17839105	17861098	21994	-	RAI2	ENSG00000131831.18	ENSG00000131831.18:s:17861098-17861337	0.4676	1	8.162e-10	0.0041	0.4882	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	1	ENSG00000131831.18:s:17861098-17861337_17839105-17861098	NA	NA	chrX:17839105-17861098	21993						-	ENST00000415486.7|ENST00000451717.6|ENST00000331511.5|ENST00000545871.1	ENSE00003284064.1|ENSE00001108443.1|ENSE00001626908.1	1	ENSG00000131831.18	ENSG00000131831.18	FALSE	novel_acceptor
chr1	59904516	59904871	356	-	CYP2J2	ENSG00000134716.11	ENSG00000134716.11:s:59904871-59905058	0.1034	0.5493	0.02146	0.0293	0.1296	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000134716.11:s:59904871-59905058_59904516-59904871	NA	NA	chr1:59904516-59904871	355	-	ENST00000492633.5|ENST00000469406.6|ENST00000468257.2	ENSE00001942811.1|ENSE00003834136.1	6|8	ENSG00000134716.11	-	ENST00000371204.4|ENST00000492633.5|ENST00000469406.6|ENST00000468257.2	ENSE00003508550.1|ENSE00003609283.1	7|5	ENSG00000134716.11	ENSG00000134716.11	TRUE	annotated
chr11	128480452	128484822	4371	-	ETS1	ENSG00000134954.14	ENSG00000134954.14:s:128484823-128485071	0.1066	0.546	0.05792	0.0056	0.1488	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000134954.14:s:128484823-128485071_128480452-128484822	NA	NA	chr11:128480452-128484822	4370												FALSE	none
chr11	128480452	128484822	4371	-	ETS1	ENSG00000134954.14	ENSG00000134954.14:t:128480191-128480451	0.1066	0.5457	0.05799	0.0057	0.1488	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000134954.14:t:128480191-128480451_128480452-128484822	NA	NA	chr11:128480452-128484822	4370												FALSE	none
chr6	135431314	135438375	7062	-	AHI1	ENSG00000135541.22	ENSG00000135541.22:s:135438375-135438498	0.1022	0.5268	0.06467	0.0464	0.1545	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0	ENSG00000135541.22:s:135438375-135438498_135431314-135438375	NA	NA	chr6:135431314-135438375	7061	-	ENST00000679711.1|ENST00000680826.1|ENST00000681332.1|ENST00000681365.1|ENST00000681522.1|ENST00000680965.1|ENST00000681841.1|ENST00000681022.1|ENST00000265602.11|ENST00000367800.8|ENST00000679668.1|ENST00000681828.1|ENST00000679672.1|ENST00000681718.1|ENST00000680840.1|ENST00000680561.1|ENST00000679925.1|ENST00000457866.6|ENST00000679742.1|ENST00000680119.1|ENST00000681860.1|ENST00000679890.1|ENST00000679589.1|ENST00000681340.1|ENST00000679434.1|ENST00000475846.6|ENST00000679943.1|ENST00000681057.1|ENST00000679450.1|ENST00000681301.1|ENST00000681488.1|ENST00000681756.1|ENST00000681670.1|ENST00000679622.1|ENST00000367799.7|ENST00000680656.1|ENST00000680278.1|ENST00000680184.1|ENST00000531788.5|ENST00000681945.1|ENST00000327035.10|ENST00000681477.1	ENSE00003573812.1|ENSE00003598761.1	4|15|14|16|18|17|11|8|13|9	ENSG00000135541.22	-	ENST00000679711.1|ENST00000680826.1|ENST00000681332.1|ENST00000681365.1|ENST00000681522.1|ENST00000680965.1|ENST00000681841.1|ENST00000681022.1|ENST00000265602.11|ENST00000367800.8|ENST00000679668.1|ENST00000681828.1|ENST00000679672.1|ENST00000681718.1|ENST00000680840.1|ENST00000680561.1|ENST00000679925.1|ENST00000457866.6|ENST00000679742.1|ENST00000680119.1|ENST00000681860.1|ENST00000679890.1|ENST00000679589.1|ENST00000681340.1|ENST00000679434.1|ENST00000475846.6|ENST00000679943.1|ENST00000681057.1|ENST00000679450.1|ENST00000681301.1|ENST00000681488.1|ENST00000681756.1|ENST00000681670.1|ENST00000679622.1|ENST00000367799.7|ENST00000680656.1|ENST00000680278.1|ENST00000680184.1|ENST00000531788.5|ENST00000681945.1|ENST00000327035.10|ENST00000681477.1	ENSE00003611686.1|ENSE00003529906.1	2|13|12|14|16|15|9|6|11|7	ENSG00000135541.22	ENSG00000135541.22	TRUE	annotated
